lang,label,sentence
fr,ovos-skill-wordnet.openvoiceos:definition.intent,eh bien quelle est la définition du mot massif
fr,common_query:common_query,qu'est-ce que l'échange pour les us et l'euro
fr,common_query:common_query,s'il te plaît recherche les échanges entre les états-unis et le mexique
fr,ovos-skill-wordnet.openvoiceos:definition.intent,chercher une lampe
fr,common_query:common_query,pouvez-vous convertir mon cet argent en
fr,ovos-skill-wordnet.openvoiceos:definition.intent,pouvez-vous me dire ce qu'est une chaise
fr,common_query:common_query,à quel jeu vidéo devrais-je jouer ensuite
fr,common_query:common_query,comment puis-je vérifier mon taux de change
fr,ovos-skill-wordnet.openvoiceos:definition.intent,s'il te plaît définit ceci
fr,common_query:common_query,vérifier les informations sur quelqu'un
fr,common_query:common_query,vérifié la récente actualité dédié à une personne
fr,common_query:common_query,qu'est-ce qu'un dollar en euros
fr,ovos-skill-wordnet.openvoiceos:definition.intent,que veut dire orateur
fr,common_query:common_query,quelle est la plus haute montagne
fr,common_query:common_query,quel désert est le plus chaud
fr,common_query:common_query,quelle route est la plus longue
fr,common_query:common_query,que fait stephen amell
fr,common_query:common_query,dans quels films est vincent cassel
fr,ovos-skill-hello-world.openvoiceos:Greetings.intent,quoi de neuf olly
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,envoie un rire à ma façon
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,olly raconte moi une blague
fr,ocp:play,rejoue le encore s'il te plait
fr,ocp:play,joue ma playlist de rock
fr,ocp:play,lance ma liste de lecture et joue la troisième chanson dans la file d'attente
fr,ocp:play,jouer la musique à partir de la liste de rock
fr,ocp:play,je me sens jazzy maintenant et toi
fr,ocp:play,olly joue un bon morceau de mon lecteur jazz préféré
fr,ocp:play,lis une playlist de nirvana
fr,ocp:play,mélange les chansons par coldplay
fr,ocp:play,joue la deuxième chanson de la musique de jaques brel
fr,ocp:play,jouer une musique aléatoire de ma playlist
fr,ocp:play,jouer une chanson retro dans ma playlist
fr,ocp:play,joue n'importe quelle chanson de dan luiten
fr,ocp:play,lance la musique
fr,ocp:play,peux-tu jouer de la musique rock pendant la prochaine heure
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,peux-tu me raconter une blague
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,raconte moi une blague drôle
fr,ocp:play,ouvrir le dossier phoenix
fr,ocp:play,met le weekend
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,c'est quoi une bonne blague
fr,ocp:play,ouvre les chansons de major lazer
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,connaissez-vous des blagues
fr,ocp:play,joue la chanson ne me quitte pas de jacques brel
fr,ocp:play,jouer jacques brel ne me quitte pas
fr,ocp:play,jouer tout sur playlist
fr,ocp:play,commence la playlist
fr,ocp:play,s'il te plaît joue la chanson de lorie pester
fr,ocp:play,je veux écouter la chanson snow de red hot chili peppers
fr,ocp:play,mets la chanson ne me quitte pas de jacques brel
fr,ocp:play,jouer les chansons d'amour
fr,ocp:play,joue la playlist de francis cabrel
fr,ocp:play,mets de la musique chrétienne
fr,ocp:play,ouvre et joue la musique de ma liste de lecture jogging
fr,ocp:play,joue téléphone de ma liste de lecture rock
fr,ocp:play,j'ai besoin de pleurer peux-tu me jouer des chansons rock tristes
fr,ocp:play,mon désir c'est d'écouter un peu de musique country
fr,ocp:play,coordonne tous les genres de chansons pop
fr,ocp:play,joue ne me quitte pas par jacques brel
fr,ocp:play,la prochaine chanson jacques brel ne me quitte pas
fr,ocp:play,préparer ne me quitte pas de jacques brel à être ensuite lancé
fr,ocp:play,jouer toutes les chansons en mode aléatoire
fr,ocp:play,j'ai besoin de rap
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,lacher une blague
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,quelle est la blague la plus drôle que tu connais
fr,ocp:play,démarrer l'application de musique et jouer une chanson pour moi
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,c'est quoi une bonne blague
fr,ocp:play,joue les dernières chansons de rock ayant une notation de quatre ou plus
fr,ocp:play,met les dernières chansons de dalida
fr,ocp:play,jouer ma playlist de jams d'été
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,trouve-moi une blague liée au baseball
fr,ocp:play,ne joue que la musique sortie entre mille neuf cent quatre-vingt-dix et deux mille
fr,ocp:play,trouver un peu de smooth jazz pour moi
fr,ocp:play,ouvrir le playlist et jouer la musique
fr,ocp:play,play l' album coldplay
fr,ocp:play,peux tu mettre la playlist themes en boucle
fr,ocp:play,mets le titre de la chanson
fr,ocp:play,salut google joue-moi ma playlist wacky dans mon application gaana
fr,ocp:play,peux-tu ouvrir mon itunes
fr,ocp:play,jouer la phoenix
fr,ocp:play,s'il vous plaît jouer la chanson treize
fr,ocp:play,je veux jouer de la musique jazz
fr,ocp:play,alexa j'aimerais entendre n'importe quel classique sauf bach ou schubert
fr,ocp:play,mets au suivant ne me quitte pas
fr,ocp:play,joue lorie pester dans mes rêves
fr,ocp:play,jouer les chansons j'aime l'achat et favoris
fr,ocp:play,commence les chansons de céline dion
fr,ocp:play,cherche plus de musique de ce groupe
fr,ocp:play,joue du jazz
fr,ocp:play,alexa joue une chanson mi de rap et rock les uns après les autres
fr,ocp:play,joue de la musique de façon aléatoire
fr,ocp:play,joue ma playlist spotify de danse
fr,ocp:play,joue ma musique préférée maintenant
fr,ocp:play,jouer s'il vous plaît de la musique folklorique
fr,ocp:play,ecoutons quelque indie rock
fr,ocp:play,olly je ressens l'envie de danser joue-moi un peu de rock n' roll du pôle nord
fr,ocp:play,olly j'ai besoin d'écouter des chansons tristes aujourd'hui
fr,ocp:play,je veux entendre ne me quitte pas
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,avez-vous une blague drôle pour moi
fr,ocp:play,joue de la musique du genre jazz olly
fr,ocp:play,s'il vous plaît jouer de la musique jazz
fr,ocp:play,alexa joue la musique over the rainbow
fr,ocp:play,jouer ma philosophie ensuite
fr,ocp:play,jouer s'il vous plaît une musique de soprano
fr,ocp:play,jouer des chansons des beatles
fr,ocp:play,je veux jouer la chanson encore
fr,ocp:play,joue ma chanson préférée de l'année dernière
fr,ocp:play,mets quelque chose de l'album hopes and fears de keane
fr,ocp:play,joue moi une musique aléatoire de ma playlist
fr,ocp:play,lire la première piste de ma playlist jacques brel
fr,ocp:play,joue la playlist de musique
fr,ocp:play,joue ne me quitte pas par jacques brel
fr,ocp:play,lire la chanson de lorie pester dans mes rêves
fr,ocp:play,jouer la musique reggae
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,j'ai besoin d'entendre une blague
fr,ocp:play,joue une version de jacques brel en direct
fr,ocp:play,joue la chanson la plus populaire de jacques brel
fr,ocp:play,nouvelle musique pop
fr,ocp:play,meilleure musique rap
fr,ocp:play,mets la chanson la plus populaire d'un artiste donné
fr,ocp:play,jouer la musique maintenant s'il vous plaît
fr,ocp:play,jouons ma chanson la plus écouter
fr,ocp:play,mets seulement ma liste
fr,ocp:play,s'il vous plaît jouer dans mes rêves lorie pester
fr,ocp:play,j'aimerais écouter de la musique jazz
fr,ocp:play,mets un peu de céline dion
fr,ocp:play,peux-tu mettre la liste de lecture amour
fr,ocp:play,joue encore une fois
fr,ocp:play,hey google joue la tous musique jazz pour moi
fr,ocp:play,lance la playlist que j' ai consacrée à la musique rock
fr,ocp:play,lire ma liste de lecture commence à partir du bottom
fr,ocp:play,s'il te plait joue mes tubes de rap des années quatre-vingt-dix
fr,ocp:play,j'aimerais écouter pour que tu m'aimes encore de céline dion après cette chanson
fr,ocp:play,jouer la chanson best friends de yelawolf
fr,ocp:play,joue la liste de lecture vide sur youtube
fr,ocp:play,joue ma playlist ne me quitte pas
fr,ocp:play,s'il te plaît mets ma playlist de musique rap préférée
fr,ocp:play,joue-moi les tubes de l'année dernière
fr,ocp:play,je veux écouter tous les chansons qui ont eu le grammys cette année
fr,ocp:play,j'aimerais écouter de la musique dance et country
fr,ocp:play,s'il te plaît joue je t'aime de lara fabian
fr,ocp:play,sélectionner la première chanson dans ma bibliothèque itunes
fr,ocp:play,mets la soirée dansante des année quatre vingt dix de pandora
fr,ocp:play,mets la chanson que j'écoute le plus
fr,ocp:play,j'aimerai écouter un peu du rap musique
fr,ocp:play,jouer ma playlist mélangée
fr,ocp:play,pouvez vous s'il vous plaît jouer amel bent
fr,ocp:play,veuillez mettre la chanson ne me quitte pas
fr,ocp:play,je veux écouter ne me quitte pas de jacques brel
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,dis-moi la blague le plus drôle qui ait jamais été racontée
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,j'aimerais entendre de bonnes drôles blagues
fr,ocp:play,joue ne me quitte pas par jacques brel
fr,ocp:play,jouer la chanson ne me quitte pas
fr,ocp:play,jouer la musique major tom de david bowie
fr,ocp:play,donne moi quelques bons sons
fr,ocp:play,joue des chants
fr,ocp:play,mets la prochaine chanson
fr,ocp:play,commencer la playlist de promenade de chien
fr,ocp:play,joue mes préférés
fr,ocp:play,joue-moi une musique de jacques brel
fr,ocp:play,jouer toute la musique de garou
fr,ocp:play,jouer des chansons par superbus
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,es-tu au courant de cette blague
fr,ocp:play,joue ma soundtrack
fr,ocp:play,musique collectif cieux ouvert
fr,common_query:common_query,qui a remporté l'élection présidentielle cette année
fr,ocp:play,olly joue ne me quitte pas
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,quelle est la blague la plus drôle de tous les temps
fr,ocp:play,jouer cette chanson à la prochain chanson
fr,ocp:play,s'il te plait joue-moi des chansons des années quatre-vingt
fr,ocp:play,ne me quitte pas
fr,ocp:play,trouve des chansons de ma liste de lecture grand orchestre
fr,ocp:play,s'il te plaît joue la dernière chanson de l'album de jacques brel
fr,ocp:play,pouvez-vous jouer la chanson de l'artiste madonna
fr,ocp:play,veuillez jouer la chanson de michael jackson
fr,ocp:play,veuillez jouer seulement la musique pop mix
fr,ocp:play,s'il te plaît ne joue uniquement la chanson triste dans le lecteur de musique
fr,ocp:play,s'il te plaît ne joue que les chansons de rehman's
fr,ocp:play,jouer du rock
fr,ocp:play,mets la musique de techno
fr,ocp:play,mets la musique
fr,ocp:play,jouerez-vous la musique
fr,ocp:play,je veux du reggae
fr,ocp:play,joue ne me quitte pas par jacques brel
fr,ocp:play,jouer la chanson précédente
fr,ocp:play,mets pour moi la musique de phoenix
fr,ocp:play,joue pour moi la musique de phoenix
fr,ocp:play,joue ma playlist de musique de fête
fr,ocp:play,écoute mes favoris
fr,ocp:play,joue la chanson ne me quitte pas
fr,ocp:play,réconforte mes oreilles avec jacques brel
fr,ocp:play,jouer une bonne musique de ma playlist
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,dis une bonne blague pour moi tout de suite
fr,ocp:play,je veux que tu joues pour moi ne me quitte pas
fr,ocp:play,mettre les musiques préférées
fr,ocp:play,ajoute la chanson sélectionnée
fr,ocp:play,joue la musique rap
fr,ovos-skill-icanhazdadjokes.openvoiceos:joke.intent,trouver des blagues drôle
fr,common_query:common_query,quand commence officiellement le super bowl
fr,ocp:play,joue ma station radio
fr,ocp:play,démarre la radio france trois
fr,ocp:play,quelqu'un allume la radio
fr,ocp:play,joue ma station de radio
fr,ocp:play,peux-tu allumer la radio
fr,ocp:play,va sur le canal cent six virgule neuf
fr,ocp:play,change la radio et met chaîne nrj
fr,ocp:play,je veux écouter la radio
fr,ocp:play,s'il te plaît règle la radio mirchi neuf cent trente huit f. m.
fr,ocp:play,ouvre l'application de la radio
fr,ocp:play,joue huit cent quatre vingt dix sept f. m.
fr,ocp:play,joue seulement la frequence neuf cent trente sept nrj
fr,ocp:play,seulement neuf cent quatre-vingt-dix-neuf f. m. doit être joué à la radio
fr,ocp:play,joue f. m.
fr,ocp:play,joue la station des anciens titres
fr,ocp:play,joue au nrj pour moi
fr,ocp:play,commence la radio maintenant
fr,ocp:play,allumer la radio maintenant
fr,ocp:play,s'il te plait écoute la station radio numéro un maintenant
fr,ocp:play,s'il te plaît scanne le signal am sur la radio maintenant
fr,ocp:play,alexa change la station radio
fr,ocp:play,allumer la radio
fr,ocp:play,ecouter quelques musique qui joue à la radio
fr,ocp:play,démarre la chaîne radio nrj
fr,ocp:play,ecouter la radio
fr,ocp:play,mettons les tubes de la radio
fr,ocp:play,jouons les tubes de musique hits
fr,ocp:play,je veux que tu part à la radio nrj
fr,ocp:play,jouer radio c. n. n.
fr,ocp:play,salut olly mets la radio
fr,ocp:play,mets la station radio nrj
fr,ocp:play,commencer à allumer la radio
fr,ocp:play,je veux écouter une station qui joue le r. n. b.
fr,ocp:play,peux-tu me jouer une chanson de rap à la radio
fr,ocp:play,joue la chanson ne me quitte pas
fr,ocp:play,jouer le hip-hop des années quatre-vingt-dix
fr,ocp:play,allume une station de musique country
fr,ocp:play,pourrais-tu s'il te plaît mettre la station fm qui joue des chansons pop
fr,ocp:play,olly écoutons nrj
fr,ocp:play,trouver la station de radio qui joue actuellement sébastien cauet
fr,ocp:play,jouer n'importe quelle chaîne de pop fm
fr,ocp:play,mets l'émission de radio le dernier docteur
fr,ocp:play,captes le programme de nrj
fr,ocp:play,allume n. p. r. et joue-les sur mes haut-parleurs
fr,ocp:play,joue la chanson ne me quitte pas à la radio
fr,ocp:play,laissez-moi écouter les dernières nouvelles à la radio
fr,ocp:play,je veux écouter émission cauet
fr,ocp:play,jouer la musique romantique sur la radio nrj
fr,ocp:play,mets nrj dans la radio
fr,ocp:play,pouvez-vous jouer ce programme pour moi
fr,ocp:play,mets la radio avec des chansons non-stop
fr,ocp:play,jouer les séries concert en live de lorie pester
fr,ocp:play,ok google play nrj
fr,ocp:play,changer la station de nrj
fr,ocp:play,joue au programme bhuli bisri yaadien sur nrj
fr,ocp:play,recherche des podcasts qui concernent les problèmes des hommes
fr,ocp:play,jouer moi le show de nrj ce matin
fr,ocp:play,jour prairie maison dans la radio de la voiture
fr,ocp:play,puis-je avoir ça peut vous arriver à la radio dans la chambre
fr,ocp:play,pourriez-vous m'aider à écouter la radio s'il vous plait
fr,ocp:play,jouer la radio nrj pour moi
fr,ocp:play,la radio s'il te plait
fr,ocp:play,démarre ma playlist sur nrj
fr,ocp:play,ouvrir spotify et exercice
fr,ocp:play,mets netflix sur ma play station quatre
fr,ocp:play,joue moi une musique qui bouge à travers vos haut-parleurs
fr,ocp:play,je veux écouter l'agent secret par joseph conrad
fr,ocp:play,peux-tu jouer mon livre audio préféré de l'agent secret
fr,ocp:play,reprends mon livre audio de clément rivière
fr,ocp:play,peux-tu mettre l'agent secret
fr,ocp:play,reprends harry potter de l'endroit où j'ai arrêté d'écouter la dernière fois
fr,ocp:play,mets en pause le livre
fr,ocp:play,ouvre le livre audio l'agent secret
fr,ocp:play,reprends la lecture d'un enfant l'a appelé
fr,ocp:play,joue l'agent secret
fr,ocp:play,mets ne me quitte pas
fr,ocp:play,ouvrir le jouet de media ne me quitte pas
fr,ocp:play,reprends l'agent secret
fr,ocp:play,reprends l'agent secret
fr,ocp:play,arrête le livre audio
fr,ocp:play,ouvre le livre audio du da vinci code
fr,ocp:play,pourrais-tu jouer la musique classique pour moi s'il te plaît
fr,ocp:play,joue les fleurs du mal
fr,ocp:play,olly écoutons le da vinci code
fr,ocp:play,arrête de jouer
fr,ocp:play,lire le livre audio des planètes
fr,ocp:play,continuer de me lire le livre audio
fr,ocp:play,continue la lecture du livre audio s'il te plait
fr,ocp:play,joue les chansons romantiques
fr,ocp:play,reprend savoir aimer
fr,ocp:play,ouvrir le livre audio harrypotter et lire à partir de la dernière lecture
fr,ocp:play,s'il te plait lance cette lecture sur livre audio
fr,ocp:play,reprendre la chanson sur le livre audio de beatles
fr,ocp:play,continuer le dernier chapitre du livre audio que j'écoutais
fr,ocp:play,reprends l'agent secret là ou j'ai laissé la fois dernière
fr,ocp:play,alexa commence à partir de ma dernière session de joes book
fr,ocp:play,recommence la lecture audio de twilight
fr,ocp:play,lis le petit chaperon rouge
fr,ocp:play,mon choix d'écouter un audio du début
fr,ocp:play,lire mon livre préféré
fr,ocp:play,lis-moi encore un peu plus le livre de michel houellebecq
fr,ocp:play,s'il te plait reprends mon livre audio
fr,ocp:play,ouvre mon livre audio
fr,ocp:play,s'il te plaît lis le bloc-notes audio
fr,ocp:play,continue de jouer au jeu secret garden
fr,ocp:play,commence le chapitre cinq de l'etranger
fr,ocp:play,rejoue victor hugo les misérables
fr,ocp:play,joue-moi un livre audio au hasard qui a un rapport avec l'amour
fr,ocp:play,continuer de lire le petit chaperon rouge
fr,ocp:play,joue une partie de jeu avec moi
fr,ocp:play,lance super mario
fr,ocp:play,joue scrabble avec moi
fr,ocp:play,ouvre l'application les échecs et commence à jouer
fr,ocp:play,jouons à global thermonuclear war
fr,ocp:play,jouons à battleship
fr,ocp:play,s'il te plait joue à clash of clans
fr,ocp:play,s'il te plaît commence clash of clans
fr,ocp:play,joue-moi un jeu tic tac toe
fr,ocp:play,joue un jeu avec moi
fr,ocp:play,pourrais-tu lancer pour moi s'il te plait le jeu temple run
fr,ocp:play,lancer un jeu
fr,ocp:play,jouer au ping pong
fr,ocp:play,joue à tic tac toe avec moi
fr,ocp:play,joue au football avec moi
fr,ocp:play,i want to play morpion
fr,ocp:play,ouvre la saga
fr,ocp:play,olly jouer au poker avec moi
fr,ocp:play,joues moi ce jeu le dîner de cons
fr,ocp:play,s'il te plait ouvre le jeux les échecs je veux jouer avec toi
fr,ocp:play,commence un jeu et joue avec moi
fr,ocp:play,jouons tu seras le gardien et ne changeras pas de position
fr,ocp:play,jouer la racing
fr,ocp:play,lance papa pear saga
fr,ocp:play,évoque la papa pear saga
fr,ocp:play,jouer les échecs
fr,ocp:play,jouer le jeu
fr,ocp:play,jouer une partie de contra en tant que second joueur
fr,ocp:play,nous devrions jouer nfs à grande vitesse
fr,ocp:play,lancz-nous des mots croisés compétitifs
fr,ocp:play,s'il te plait ouvre et joue aux chess avec moi
fr,ocp:play,ouvrez les jeux
fr,ocp:play,jeu de parcheese ouvert pour toi et moi
fr,common_query:common_query,puis-je avoir une liste d'hôtels cinq étoiles à paris
fr,ocp:play,olly active le prochain enregistrement
fr,ocp:play,passe au prochain podcast
fr,ocp:play,joue le suivant
fr,ocp:play,jouer une podcast à partir de ma bibliothèque
fr,ocp:play,trouver un podcast intéressant sur les derniers gagnants du prix pritzker
fr,ocp:play,lire le prochain podcast
fr,ocp:play,mets le suivant
fr,ocp:play,lis le prochain épisode de harry potter par j. k. rowling
fr,ocp:play,va à podcast et joue le prochain épisode dans friends
fr,ocp:play,joue le podcast le jeune turc
fr,ocp:play,charger tout mon podcast
fr,ocp:play,joue le podcast last libertarian
fr,ocp:play,joue le podcast plus belle la vie
fr,ocp:play,joue ce podcast que j'écoutais hier
fr,ocp:play,lis le prochain épisode d'un podcast
fr,ocp:play,quel est le top des podcasts aujourd'hui
fr,ocp:play,jouer le podcast pour le philadelphia eagles content
fr,ocp:play,montre moi le meilleur podcast de chansons rock ayant une bonne note
fr,ocp:play,joue et mélange toutes les chansons de musique rock
fr,ocp:play,joue mon podcast le plus regardé
fr,ocp:play,est-ce que jacques brel a un nouveau podcast
fr,ocp:play,trouver le dernier podcast de disney
fr,ocp:play,passe à l'épisode suivant de ça peut vous arriver
fr,ocp:play,lis l'épisode suivant du podcast
fr,ocp:play,olly recommence le podcast que j'ai commencé hier soir
fr,ocp:play,montre moi les podcasts
fr,ocp:play,joue ce podcast mariage spécial
fr,ocp:play,revenir à l' épisode précédent du podcast
fr,ocp:play,joue le podcast de jean
fr,ocp:play,je veux écouter podcast
fr,ocp:play,pouvez-vous s'il vous plaît télécharger mon fichier podcast disponible sur internet et le lire une fois
fr,ocp:play,s'il vous plaît passer au prochain épisode du podcast
fr,ocp:play,commencer le prochain épisode
fr,ocp:play,lance le dernier podcast de jacques brel
fr,ocp:play,commence à lire mon podcast le plus récent
fr,ocp:play,recule de trente secondes
fr,ocp:play,démarre plus belle la vie
fr,ocp:play,s'il te plaît joue le podcast pour moi
fr,ocp:play,s'il te plaît va au prochain épisode du podcast
fr,ocp:play,s'il te plaît joue le dernier podcast de bill simmons
fr,ocp:play,je veux écouter le dernier podcast le point belge
fr,ocp:play,commence les podcasts sur r. t. l.
fr,ocp:play,passe à la section suivante
fr,ocp:play,passe au prochain épisode de podcast
fr,ocp:play,reviens au dernier épisode de ce podcast
fr,ocp:play,je veux écouter un podcast de sport
fr,ocp:play,mets le podcast le plus récent pour cette vie américaine
fr,ocp:play,jouer ma podcast préféré s'il vous plaît
fr,ocp:play,reprends les podcast en séries
fr,ocp:play,jouer le précédent podcast
fr,ocp:play,commence à lire plus belle la vie
fr,ocp:play,joue l'émission suivante sur podcast
fr,ocp:play,le bouton suivant
fr,ocp:play,rejoue mon dernier podcast joué
fr,ocp:play,olly pouvons-nous écouter la réponse à tous les podcasts
fr,ocp:play,écoutons le podcast touche pas à mon poste
fr,ocp:play,je veux voir le prochain podcast disponible
fr,ocp:play,hey joue mon podcast préféré de la liste
fr,ocp:play,ajouter et démarre ton podcast préféré à la playlist
fr,ocp:play,commence le podcast suivant
fr,ocp:play,jouer tous les c'cauet de la semaine précédente
fr,ocp:play,je veux que tu joues le podcast
fr,common_query:common_query,quel est le plus haut batiment du monde
fr,ovos-skill-wordnet.openvoiceos:definition.intent,s'il vous plaît définir médico-légale
fr,ovos-skill-wordnet.openvoiceos:definition.intent,quelle est la définition de la médecine légale
fr,common_query:common_query,quel est le plus haut sommet du monde
fr,ovos-skill-wordnet.openvoiceos:definition.intent,que signifie la turbulence
fr,ovos-skill-wordnet.openvoiceos:definition.intent,vérifier la définition de capricieux
fr,common_query:common_query,quel âge a mariah carey
fr,ovos-skill-wordnet.openvoiceos:definition.intent,cherche la définition de bévue
fr,common_query:common_query,combien font deux cent divisé par dix
fr,common_query:common_query,quelle est la racine carrée de neuf
fr,ovos-skill-wordnet.openvoiceos:definition.intent,quelles sont les définitions de l'orange
fr,common_query:common_query,pourquoi benoît poelvoorde n'est-il pas drôle
fr,common_query:common_query,quel est l'anniversaire de jean dujardin
fr,common_query:common_query,dis moi l' adresse d' omar sy
fr,common_query:common_query,qui était l'actuel premier ministre de royaume-uni
fr,common_query:common_query,combien font un plus un
fr,common_query:common_query,combien font un plus un
fr,common_query:common_query,quelle est la capitale du nigéria
fr,common_query:common_query,quelle est la factorielle de dix
fr,common_query:common_query,quelle est la taille du cosmos
fr,common_query:common_query,quelle est la date de naissance de jérémie renier
fr,ovos-skill-wordnet.openvoiceos:definition.intent,dis-moi tout sur l'ouragan
fr,common_query:common_query,connaissez-vous le numéro de téléphone de jessica snout
fr,ovos-skill-wordnet.openvoiceos:definition.intent,que signifie osciller
fr,ovos-skill-wordnet.openvoiceos:definition.intent,épeler et définir osciller
fr,common_query:common_query,calcule deux multiplié par deux
fr,common_query:common_query,quelle est la racine carré de six cent vingt cinq
fr,common_query:common_query,tu connais les maths
fr,common_query:common_query,quel était le premier novembre de george eliot
fr,common_query:common_query,s'il vous plaît donnez-moi des informations sur françois mitterand
fr,common_query:common_query,combien d'argent xavier leroy a-t-il gagné
fr,ovos-skill-wordnet.openvoiceos:definition.intent,quelle est la définition du mot perpétuel
fr,common_query:common_query,qui est la célébrité
fr,common_query:common_query,que fait la célébrité
fr,common_query:common_query,combien font deux plus deux
fr,common_query:common_query,alexa j'ai des dollars pour le mois combien puis-je dépenser chaque jour ce mois
fr,common_query:common_query,quelle taille fait un cachalot
fr,common_query:common_query,combien font douze plus cent quatre vingt seize
fr,ovos-skill-wordnet.openvoiceos:definition.intent,quelle est la définition de la ponctualité
fr,common_query:common_query,quelle est la somme des deux nombres quatre et six
fr,common_query:common_query,combien d'états ont la peine de mort
fr,common_query:common_query,qu'est-ce qu'il y a dix pourcent de réduction sur quarante dollars
fr,common_query:common_query,montre-moi la réponse à ce problème deux cent quarante six plus six cent cinquante quatre
fr,common_query:common_query,combien font quatre plus cinq
fr,common_query:common_query,quel âge a fred vargas
fr,common_query:common_query,combien font douze divisé par quatre
fr,common_query:common_query,dis-moi quel est le produit de dix-huit et trente et un
fr,common_query:common_query,quand est-ce que les états-unis ont eu la liberté
fr,common_query:common_query,olly quelle est la capitale de la suisse
fr,ovos-skill-wordnet.openvoiceos:definition.intent,donner la définition de la motivation
fr,common_query:common_query,combien de pattes a un chien
fr,common_query:common_query,pourquoi les baleines sont grandes
fr,common_query:common_query,quel était le dernier film dans lequel ryan reynolds était
fr,common_query:common_query,qu'est-ce que six divisé par deux
fr,common_query:common_query,quelle est la taille de michael lonsdale
fr,common_query:common_query,convertisseur de devises s'il te plaît
fr,common_query:common_query,à quand remonte le dernier film primé par l'académie
fr,common_query:common_query,quelle est la hauteur du mont everest
fr,common_query:common_query,quelle est la capitale de la suisse
fr,common_query:common_query,ou se situe haïti sur une carte
fr,common_query:common_query,dis-moi où steve jobs est né
fr,common_query:common_query,pourriez-vous s'il vous plaît confirmer si robert est marié
fr,common_query:common_query,où fréquentent la plupart des célébrités
fr,ovos-skill-wordnet.openvoiceos:definition.intent,quel est le plus grand pupitre
fr,common_query:common_query,quel est l'anniversaire de arnold schwarzenegger
fr,common_query:common_query,que valent le livre sterling en ce moment
fr,common_query:common_query,peux-tu me dire combien d'estomacs une vache a
fr,common_query:common_query,dans combien de pièces gerard depardieu a-t-il joué
fr,common_query:common_query,quelle marque de fixatif pour cheveux françois mitterand utilise-t-il
fr,common_query:common_query,quel est le prix en dollar en inr
fr,common_query:common_query,le cours du dollar a-t-il augmenté
fr,common_query:common_query,quel est le taux de change le plus courant en chine
fr,ovos-skill-wordnet.openvoiceos:definition.intent,qu'est-ce qu'une chaise
fr,common_query:common_query,de quelle couleur sont les chaises
fr,common_query:common_query,où est le premier méridien
fr,ovos-skill-wordnet.openvoiceos:definition.intent,qu'est-ce qu'un système électronique d'émissions
fr,ovos-skill-wordnet.openvoiceos:definition.intent,décrire un rotor
fr,ovos-skill-wordnet.openvoiceos:definition.intent,qu'est-ce qu'une mangue
fr,common_query:common_query,pouvez-vous vraiment voir la russie de le bordeaux
fr,common_query:common_query,liste des informations de taux de change pour la journée pour dollar à euro
fr,common_query:common_query,quel est le taux de change entre paris et la chine
fr,common_query:common_query,quel est le taux de change de la chine
fr,common_query:common_query,quel est le taux de change de la chine
fr,common_query:common_query,quel âge a colette magny
fr,common_query:common_query,qu'est-ce qu'un parsec
fr,common_query:common_query,deux fois deux égale
fr,common_query:common_query,à quelle distance se trouve la californie de la géorgie
fr,ovos-skill-wordnet.openvoiceos:definition.intent,pouvez-vous décrire une carte de crédit
fr,common_query:common_query,nicolas batum est-il marié
fr,common_query:common_query,quel est le taux de change entre dollar et euro
fr,common_query:common_query,combien de miles carrés est le pays moyen sur terre
fr,ovos-skill-wordnet.openvoiceos:definition.intent,qu'elle est la définition de soumis
fr,common_query:common_query,à quelle distance est le soleil
fr,common_query:common_query,quel est le taux de change de l'argent du mexique
fr,common_query:common_query,où sur terre y'a t-il plus de volcans
fr,common_query:common_query,quand elvis est-il mort
fr,ovos-skill-wordnet.openvoiceos:definition.intent,quelle est la définition de la logique
fr,common_query:common_query,où est le parque des princes
fr,common_query:common_query,s'il vous plaît google emplacement et informations du mont rushmore
fr,ovos-skill-wordnet.openvoiceos:definition.intent,comment décririez-vous un joyeux anniversaire
fr,common_query:common_query,s'il vous plaît donnez-moi des informations sur johnny hallday
fr,common_query:common_query,quelle est la température à paris
fr,common_query:common_query,pouvez-vous me parler de wayne gretszky
fr,common_query:common_query,du dollar à l'euro
fr,ovos-skill-wordnet.openvoiceos:definition.intent,la définition de la vie
